filename;Bicycle;Bridge;Bus;Car;Chimney;Crosswalk;Hydrant;Motorcycle;Other;Palm;Stair;Traffic Light
dataset/train_val/Bicycle/01105.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01109.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01127.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01134.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01164.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01188.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01189.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01327.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01332.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01336.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01394.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01395.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01425.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01447.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01452.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01456.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01471.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01481.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01508.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01540.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01565.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01576.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01629.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01636.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01677.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01689.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01693.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01702.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01755.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01796.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01803.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01836.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01850.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01870.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01885.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01891.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01894.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01901.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01979.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/01996.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02005.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02014.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02037.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02046.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02047.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02071.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02097.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02109.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02111.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02135.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02153.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02164.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02193.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02200.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02234.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02255.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02258.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02261.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02273.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02308.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02309.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02352.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02365.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02394.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02407.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02414.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02439.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02471.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02476.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02485.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02526.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02527.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02529.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02544.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02550.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02564.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02598.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02602.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02605.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02618.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02630.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02654.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02693.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02704.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02708.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02717.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02761.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02777.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02788.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02807.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02813.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02821.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02823.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02843.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02863.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02881.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02886.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02945.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02960.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bicycle/02992.png;1;0;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00041.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00044.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00047.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00083.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00105.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00121.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00156.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00184.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00190.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00224.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00240.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00290.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00421.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00483.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00543.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00639.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00675.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00726.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00846.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00855.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00857.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00896.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00902.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00920.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00962.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00972.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/00989.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01010.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01065.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01076.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01093.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01108.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01110.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01186.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01225.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01227.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01266.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01289.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01303.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01348.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01354.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01371.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01418.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01419.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01420.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01466.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01475.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01494.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01515.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01552.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01606.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01640.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01659.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01662.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01700.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01703.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01717.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01843.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01844.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01851.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01919.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01976.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/01977.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02068.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02089.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02102.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02147.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02149.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02161.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02195.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02198.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02227.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02269.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02276.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02293.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02317.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02333.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02339.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02353.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02388.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02390.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02430.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02432.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02445.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02548.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02586.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02587.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02591.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02603.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02607.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02672.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02677.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02696.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02737.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02750.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02752.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02785.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02795.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02808.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02865.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02950.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bridge/02964.png;0;1;0;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00034.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00049.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00054.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00057.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00067.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00068.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00093.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00132.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00137.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00145.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00147.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00154.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00163.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00166.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00168.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00181.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00188.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00202.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00221.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00222.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00231.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00246.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00274.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00308.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00323.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00340.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00365.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00368.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00386.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00391.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00398.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00440.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00478.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00496.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00509.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00511.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00535.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00536.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00540.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00579.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00609.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00620.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00655.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00659.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00680.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00693.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00714.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00719.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00753.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00765.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00798.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00804.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00824.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00852.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00868.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00869.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00878.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00892.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00893.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00901.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00918.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00932.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00938.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00947.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00960.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/00983.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01006.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01037.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01039.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01051.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01084.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01091.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01116.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01135.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01153.png;0;0;1;0;0;0;0;0;0;0;0;0
dataset/train_val/Bus/01157.png;0;0;1;0;0;0;0;0;0;0;0;0
